Net,li1,met1,met2,met3,met4,met5,
_23966_,83.09%,100.00%,100.00%,NA,NA,NA,
_23967_,100.00%,100.00%,100.00%,NA,NA,NA,
_23968_,100.00%,100.00%,100.00%,NA,NA,NA,
_23969_,97.79%,96.05%,100.00%,NA,NA,NA,
_23970_,100.00%,100.00%,100.00%,NA,NA,NA,
_23971_,100.00%,100.00%,0.00%,NA,NA,NA,
_23972_,100.00%,77.18%,49.48%,NA,NA,NA,
_23973_,95.59%,79.69%,99.01%,NA,NA,NA,
_23974_,50.00%,50.00%,79.36%,37.53%,100.00%,NA,
_23975_,100.00%,100.00%,100.00%,NA,NA,NA,
_23976_,100.00%,100.00%,100.00%,100.00%,100.00%,NA,
_23977_,100.00%,100.00%,NA,NA,NA,NA,
_23978_,100.00%,100.00%,0.00%,NA,NA,NA,
_23979_,100.00%,100.00%,NA,NA,NA,NA,
_23980_,100.00%,100.00%,NA,NA,NA,NA,
_23981_,100.00%,100.00%,0.00%,NA,NA,NA,
_23982_,100.00%,100.00%,100.00%,NA,NA,NA,
_23983_,100.00%,90.06%,99.63%,100.00%,NA,NA,
_23984_,100.00%,100.00%,63.50%,NA,NA,NA,
_23985_,100.00%,100.00%,0.00%,NA,NA,NA,
_23986_,100.00%,100.00%,100.00%,NA,NA,NA,
_23987_,45.59%,62.89%,NA,NA,NA,NA,
_23988_,95.59%,92.09%,99.75%,NA,NA,NA,
_23989_,66.67%,97.26%,100.00%,100.00%,NA,NA,
_23990_,100.00%,100.00%,99.79%,100.00%,NA,NA,
_23991_,100.00%,98.07%,79.31%,NA,NA,NA,
_23992_,100.00%,66.33%,73.73%,NA,NA,NA,
_23993_,100.00%,100.00%,100.00%,NA,NA,NA,
_23994_,100.00%,71.09%,63.47%,NA,NA,NA,
_23995_,100.00%,100.00%,100.00%,NA,NA,NA,
_23996_,100.00%,100.00%,100.00%,NA,NA,NA,
_23997_,100.00%,100.00%,100.00%,NA,NA,NA,
_23998_,100.00%,100.00%,100.00%,NA,NA,NA,
_23999_,100.00%,100.00%,0.00%,NA,NA,NA,
_24000_,50.00%,100.00%,100.00%,NA,NA,NA,
_24001_,100.00%,100.00%,100.00%,NA,NA,NA,
_24002_,100.00%,100.00%,100.00%,NA,NA,NA,
_24003_,100.00%,100.00%,100.00%,NA,NA,NA,
_24004_,100.00%,100.00%,100.00%,NA,NA,NA,
_24005_,100.00%,100.00%,100.00%,NA,NA,NA,
_24006_,100.00%,100.00%,89.14%,NA,NA,NA,
_24007_,100.00%,100.00%,NA,NA,NA,NA,
_24008_,100.00%,100.00%,100.00%,NA,NA,NA,
_24009_,100.00%,100.00%,0.00%,NA,NA,NA,
_24010_,100.00%,100.00%,100.00%,NA,NA,NA,
_24011_,100.00%,100.00%,100.00%,NA,NA,NA,
_24012_,100.00%,100.00%,NA,NA,NA,NA,
_24013_,100.00%,100.00%,100.00%,NA,NA,NA,
_24014_,100.00%,100.00%,100.00%,NA,NA,NA,
_24015_,100.00%,100.00%,100.00%,NA,NA,NA,
_24016_,100.00%,100.00%,100.00%,NA,NA,NA,
_24017_,100.00%,100.00%,0.00%,NA,NA,NA,
_24018_,72.06%,100.00%,100.00%,NA,NA,NA,
_24019_,100.00%,100.00%,100.00%,NA,NA,NA,
_24020_,75.00%,81.75%,100.00%,NA,NA,NA,
_24021_,100.00%,100.00%,100.00%,NA,NA,NA,
_24022_,100.00%,100.00%,100.00%,NA,NA,NA,
_24023_,100.00%,100.00%,100.00%,NA,NA,NA,
_24024_,100.00%,100.00%,100.00%,NA,NA,NA,
_24025_,100.00%,100.00%,0.00%,NA,NA,NA,
_24026_,100.00%,100.00%,100.00%,NA,NA,NA,
_24027_,100.00%,100.00%,100.00%,NA,NA,NA,
_24028_,100.00%,100.00%,0.00%,NA,NA,NA,
_24029_,100.00%,100.00%,0.00%,NA,NA,NA,
_24030_,100.00%,100.00%,100.00%,NA,NA,NA,
_24031_,100.00%,100.00%,100.00%,NA,NA,NA,
_24032_,100.00%,100.00%,100.00%,NA,NA,NA,
_24033_,100.00%,100.00%,100.00%,NA,NA,NA,
_24034_,100.00%,100.00%,100.00%,NA,NA,NA,
_24035_,100.00%,100.00%,100.00%,NA,NA,NA,
_24036_,100.00%,100.00%,0.00%,NA,NA,NA,
_24037_,100.00%,100.00%,71.93%,NA,NA,NA,
_24038_,100.00%,100.00%,47.21%,NA,NA,NA,
_24039_,100.00%,100.00%,100.00%,NA,NA,NA,
_24040_,100.00%,100.00%,0.00%,NA,NA,NA,
_24041_,100.00%,100.00%,100.00%,NA,NA,NA,
_24042_,100.00%,100.00%,0.00%,NA,NA,NA,
_24043_,100.00%,100.00%,0.00%,NA,NA,NA,
_24044_,100.00%,100.00%,0.00%,NA,NA,NA,
_24045_,100.00%,100.00%,100.00%,NA,NA,NA,
_24046_,100.00%,100.00%,100.00%,NA,NA,NA,
_24047_,100.00%,100.00%,0.00%,NA,NA,NA,
_24048_,100.00%,100.00%,0.00%,NA,NA,NA,
_24049_,100.00%,100.00%,0.00%,NA,NA,NA,
_24050_,100.00%,100.00%,100.00%,NA,NA,NA,
_24051_,100.00%,100.00%,100.00%,NA,NA,NA,
_24052_,100.00%,100.00%,100.00%,NA,NA,NA,
_24053_,100.00%,100.00%,0.00%,NA,NA,NA,
_24054_,100.00%,100.00%,100.00%,NA,NA,NA,
_24055_,100.00%,100.00%,0.00%,NA,NA,NA,
_24056_,100.00%,100.00%,100.00%,NA,NA,NA,
_24057_,100.00%,100.00%,100.00%,NA,NA,NA,
_24058_,100.00%,100.00%,100.00%,NA,NA,NA,
_24059_,100.00%,100.00%,0.00%,NA,NA,NA,
_24060_,100.00%,100.00%,100.00%,NA,NA,NA,
_24061_,100.00%,100.00%,100.00%,NA,NA,NA,
_24062_,94.85%,97.70%,100.00%,NA,NA,NA,
_24063_,100.00%,100.00%,NA,NA,NA,NA,
_24064_,100.00%,100.00%,100.00%,NA,NA,NA,
_24065_,100.00%,100.00%,100.00%,NA,NA,NA,
_24066_,100.00%,100.00%,0.00%,NA,NA,NA,
_24067_,100.00%,100.00%,100.00%,NA,NA,NA,
_24068_,100.00%,100.00%,100.00%,NA,NA,NA,
_24069_,100.00%,100.00%,100.00%,NA,NA,NA,
_24070_,100.00%,100.00%,100.00%,NA,NA,NA,
_24071_,100.00%,100.00%,0.00%,NA,NA,NA,
_24072_,100.00%,100.00%,100.00%,NA,NA,NA,
_24073_,100.00%,100.00%,100.00%,NA,NA,NA,
_24074_,100.00%,100.00%,100.00%,NA,NA,NA,
_24075_,100.00%,98.58%,98.85%,NA,NA,NA,
_24076_,100.00%,100.00%,100.00%,NA,NA,NA,
_24077_,80.00%,100.00%,0.00%,0.00%,NA,NA,
_24078_,100.00%,100.00%,0.00%,NA,NA,NA,
_24079_,100.00%,100.00%,NA,NA,NA,NA,
_24080_,100.00%,100.00%,100.00%,NA,NA,NA,
_24081_,100.00%,100.00%,0.00%,NA,NA,NA,
_24082_,100.00%,100.00%,0.00%,NA,NA,NA,
_24083_,100.00%,100.00%,0.00%,NA,NA,NA,
_24084_,100.00%,100.00%,100.00%,NA,NA,NA,
_24085_,100.00%,98.85%,99.07%,NA,NA,NA,
_24086_,100.00%,100.00%,100.00%,NA,NA,NA,
_24087_,100.00%,100.00%,100.00%,NA,NA,NA,
_24088_,100.00%,100.00%,100.00%,NA,NA,NA,
_24089_,100.00%,100.00%,100.00%,NA,NA,NA,
_24090_,100.00%,100.00%,55.75%,NA,NA,NA,
_24091_,100.00%,100.00%,NA,NA,NA,NA,
_24092_,100.00%,100.00%,0.00%,NA,NA,NA,
_24093_,100.00%,100.00%,0.00%,NA,NA,NA,
_24094_,100.00%,100.00%,100.00%,NA,NA,NA,
_24095_,100.00%,100.00%,100.00%,NA,NA,NA,
_24096_,94.85%,99.04%,0.00%,NA,NA,NA,
_24097_,100.00%,100.00%,100.00%,NA,NA,NA,
_24098_,100.00%,100.00%,100.00%,NA,NA,NA,
_24099_,100.00%,100.00%,100.00%,NA,NA,NA,
_24100_,100.00%,100.00%,0.00%,NA,NA,NA,
_24101_,100.00%,100.00%,100.00%,NA,NA,NA,
_24102_,100.00%,100.00%,100.00%,NA,NA,NA,
_24103_,100.00%,100.00%,0.00%,0.00%,NA,NA,
_24104_,100.00%,100.00%,87.69%,0.00%,NA,NA,
_24105_,100.00%,100.00%,NA,NA,NA,NA,
_24106_,100.00%,100.00%,100.00%,NA,NA,NA,
_24107_,100.00%,100.00%,100.00%,NA,NA,NA,
_24108_,100.00%,100.00%,NA,NA,NA,NA,
_24109_,100.00%,100.00%,100.00%,NA,NA,NA,
_24110_,100.00%,100.00%,100.00%,NA,NA,NA,
_24111_,100.00%,100.00%,100.00%,NA,NA,NA,
_24112_,100.00%,100.00%,100.00%,NA,NA,NA,
_24113_,100.00%,100.00%,NA,NA,NA,NA,
_24114_,100.00%,100.00%,100.00%,NA,NA,NA,
_24115_,100.00%,100.00%,0.00%,NA,NA,NA,
_24116_,100.00%,100.00%,100.00%,NA,NA,NA,
_24117_,100.00%,44.83%,36.98%,NA,NA,NA,
_24118_,100.00%,100.00%,0.00%,NA,NA,NA,
_24119_,100.00%,100.00%,100.00%,NA,NA,NA,
_24120_,100.00%,100.00%,0.00%,NA,NA,NA,
_24121_,100.00%,100.00%,NA,NA,NA,NA,
_24122_,100.00%,100.00%,NA,NA,NA,NA,
_24123_,100.00%,100.00%,100.00%,NA,NA,NA,
_24124_,100.00%,100.00%,0.00%,NA,NA,NA,
_24125_,100.00%,100.00%,0.00%,NA,NA,NA,
_24126_,100.00%,100.00%,NA,NA,NA,NA,
_24127_,100.00%,100.00%,NA,NA,NA,NA,
_24128_,100.00%,100.00%,NA,NA,NA,NA,
_24129_,100.00%,100.00%,0.00%,NA,NA,NA,
_24130_,100.00%,100.00%,0.00%,NA,NA,NA,
_24131_,100.00%,100.00%,0.00%,NA,NA,NA,
_24132_,100.00%,100.00%,100.00%,NA,NA,NA,
_24133_,100.00%,100.00%,100.00%,NA,NA,NA,
_24134_,100.00%,100.00%,100.00%,NA,NA,NA,
_24135_,100.00%,100.00%,100.00%,NA,NA,NA,
_24136_,100.00%,100.00%,NA,NA,NA,NA,
_24137_,100.00%,100.00%,0.00%,NA,NA,NA,
_24138_,100.00%,100.00%,0.00%,NA,NA,NA,
_24139_,100.00%,100.00%,0.00%,NA,NA,NA,
_24140_,100.00%,100.00%,0.00%,NA,NA,NA,
_24141_,100.00%,100.00%,0.00%,NA,NA,NA,
_24142_,100.00%,100.00%,NA,NA,NA,NA,
_24143_,100.00%,100.00%,100.00%,NA,NA,NA,
_24144_,100.00%,100.00%,100.00%,NA,NA,NA,
_24145_,100.00%,100.00%,0.00%,NA,NA,NA,
_24146_,100.00%,100.00%,100.00%,NA,NA,NA,
_24147_,100.00%,100.00%,NA,NA,NA,NA,
_24148_,100.00%,100.00%,100.00%,NA,NA,NA,
_24149_,100.00%,100.00%,0.00%,NA,NA,NA,
_24150_,100.00%,100.00%,0.00%,0.00%,NA,NA,
_24151_,100.00%,100.00%,100.00%,NA,NA,NA,
_24152_,100.00%,100.00%,100.00%,NA,NA,NA,
_24153_,100.00%,100.00%,100.00%,NA,NA,NA,
_24154_,100.00%,100.00%,100.00%,NA,NA,NA,
_24155_,100.00%,100.00%,NA,NA,NA,NA,
_24156_,100.00%,100.00%,NA,NA,NA,NA,
_24157_,100.00%,100.00%,0.00%,NA,NA,NA,
_24158_,100.00%,100.00%,0.00%,NA,NA,NA,
_24159_,100.00%,100.00%,NA,NA,NA,NA,
_24160_,100.00%,100.00%,NA,NA,NA,NA,
_24161_,100.00%,100.00%,0.00%,NA,NA,NA,
_24162_,100.00%,100.00%,100.00%,NA,NA,NA,
_24163_,100.00%,100.00%,100.00%,NA,NA,NA,
_24164_,100.00%,100.00%,0.00%,NA,NA,NA,
_24165_,100.00%,100.00%,100.00%,NA,NA,NA,
_24166_,100.00%,100.00%,100.00%,NA,NA,NA,
_24167_,100.00%,100.00%,100.00%,NA,NA,NA,
_24168_,100.00%,100.00%,100.00%,NA,NA,NA,
_24169_,100.00%,100.00%,100.00%,NA,NA,NA,
_24170_,100.00%,100.00%,100.00%,NA,NA,NA,
_24171_,100.00%,100.00%,NA,NA,NA,NA,
_24172_,100.00%,100.00%,100.00%,NA,NA,NA,
_24173_,100.00%,100.00%,100.00%,NA,NA,NA,
_24174_,93.14%,94.30%,100.00%,NA,NA,NA,
_24175_,100.00%,100.00%,100.00%,NA,NA,NA,
_24176_,100.00%,100.00%,100.00%,NA,NA,NA,
_24177_,100.00%,100.00%,0.00%,NA,NA,NA,
_24178_,100.00%,100.00%,100.00%,NA,NA,NA,
_24179_,100.00%,100.00%,100.00%,NA,NA,NA,
_24180_,100.00%,100.00%,100.00%,NA,NA,NA,
_24181_,100.00%,100.00%,100.00%,NA,NA,NA,
_24182_,100.00%,100.00%,100.00%,NA,NA,NA,
_24183_,100.00%,100.00%,100.00%,NA,NA,NA,
_24184_,100.00%,100.00%,0.00%,NA,NA,NA,
_24185_,77.21%,83.46%,100.00%,NA,NA,NA,
_24186_,100.00%,100.00%,100.00%,NA,NA,NA,
_24187_,100.00%,100.00%,NA,NA,NA,NA,
_24188_,100.00%,100.00%,100.00%,NA,NA,NA,
_24189_,100.00%,100.00%,100.00%,NA,NA,NA,
_24190_,100.00%,100.00%,100.00%,NA,NA,NA,
_24191_,100.00%,100.00%,0.00%,NA,NA,NA,
_24192_,100.00%,100.00%,0.00%,NA,NA,NA,
_24193_,100.00%,100.00%,100.00%,NA,NA,NA,
_24194_,100.00%,100.00%,100.00%,NA,NA,NA,
_24195_,100.00%,100.00%,100.00%,NA,NA,NA,
_24196_,100.00%,100.00%,100.00%,NA,NA,NA,
_24197_,100.00%,100.00%,NA,NA,NA,NA,
_24198_,100.00%,100.00%,100.00%,NA,NA,NA,
_24199_,100.00%,100.00%,100.00%,NA,NA,NA,
_24200_,100.00%,100.00%,100.00%,NA,NA,NA,
_24201_,100.00%,100.00%,100.00%,NA,NA,NA,
_24202_,100.00%,100.00%,100.00%,NA,NA,NA,
_24203_,100.00%,100.00%,0.00%,NA,NA,NA,
_24204_,100.00%,100.00%,100.00%,NA,NA,NA,
_24205_,100.00%,100.00%,100.00%,NA,NA,NA,
_24206_,50.00%,50.00%,0.00%,NA,NA,NA,
_24207_,100.00%,100.00%,100.00%,NA,NA,NA,
_24208_,100.00%,100.00%,100.00%,NA,NA,NA,
_24209_,100.00%,100.00%,0.00%,NA,NA,NA,
_24210_,100.00%,100.00%,100.00%,NA,NA,NA,
_24211_,100.00%,100.00%,100.00%,NA,NA,NA,
_24212_,100.00%,100.00%,100.00%,NA,NA,NA,
_24213_,100.00%,100.00%,100.00%,NA,NA,NA,
_24214_,100.00%,100.00%,0.00%,NA,NA,NA,
_24215_,100.00%,100.00%,100.00%,NA,NA,NA,
_24216_,100.00%,100.00%,100.00%,NA,NA,NA,
_24217_,100.00%,100.00%,100.00%,NA,NA,NA,
_24218_,100.00%,100.00%,100.00%,NA,NA,NA,
_24219_,100.00%,100.00%,100.00%,NA,NA,NA,
_24220_,100.00%,100.00%,100.00%,NA,NA,NA,
_24221_,100.00%,100.00%,100.00%,NA,NA,NA,
_24222_,100.00%,100.00%,100.00%,NA,NA,NA,
_24223_,100.00%,100.00%,0.00%,NA,NA,NA,
_24224_,100.00%,100.00%,100.00%,NA,NA,NA,
_24225_,50.00%,100.00%,100.00%,NA,NA,NA,
_24226_,100.00%,100.00%,100.00%,NA,NA,NA,
_24227_,100.00%,100.00%,100.00%,NA,NA,NA,
_24228_,100.00%,100.00%,NA,NA,NA,NA,
_24229_,100.00%,100.00%,100.00%,NA,NA,NA,
_24230_,100.00%,100.00%,100.00%,NA,NA,NA,
_24231_,100.00%,100.00%,100.00%,NA,NA,NA,
_24232_,100.00%,100.00%,0.00%,NA,NA,NA,
_24233_,100.00%,100.00%,0.00%,NA,NA,NA,
_24234_,100.00%,100.00%,100.00%,NA,NA,NA,
_24235_,100.00%,81.34%,100.00%,NA,NA,NA,
_24236_,75.00%,88.08%,100.00%,NA,NA,NA,
_24237_,100.00%,100.00%,77.74%,NA,NA,NA,
_24238_,100.00%,100.00%,0.00%,NA,NA,NA,
_24239_,100.00%,100.00%,100.00%,NA,NA,NA,
_24240_,100.00%,100.00%,0.00%,NA,NA,NA,
_24241_,100.00%,100.00%,100.00%,NA,NA,NA,
_24242_,100.00%,100.00%,100.00%,NA,NA,NA,
_24243_,100.00%,100.00%,NA,NA,NA,NA,
_24244_,100.00%,100.00%,100.00%,NA,NA,NA,
_24245_,100.00%,100.00%,100.00%,NA,NA,NA,
_24246_,100.00%,100.00%,100.00%,NA,NA,NA,
_24247_,100.00%,100.00%,100.00%,NA,NA,NA,
_24248_,100.00%,100.00%,100.00%,NA,NA,NA,
_24249_,100.00%,100.00%,100.00%,NA,NA,NA,
_24250_,100.00%,100.00%,100.00%,NA,NA,NA,
_24251_,100.00%,100.00%,100.00%,NA,NA,NA,
_24252_,100.00%,100.00%,100.00%,NA,NA,NA,
_24253_,100.00%,100.00%,100.00%,NA,NA,NA,
_24254_,100.00%,100.00%,NA,NA,NA,NA,
_24255_,100.00%,100.00%,48.92%,NA,NA,NA,
_24256_,97.06%,96.74%,0.00%,NA,NA,NA,
_24257_,100.00%,100.00%,100.00%,NA,NA,NA,
_24258_,100.00%,100.00%,100.00%,NA,NA,NA,
_24259_,100.00%,100.00%,100.00%,NA,NA,NA,
_24260_,100.00%,100.00%,100.00%,NA,NA,NA,
_24261_,100.00%,100.00%,100.00%,NA,NA,NA,
_24262_,100.00%,100.00%,100.00%,0.00%,NA,NA,
_24263_,100.00%,100.00%,100.00%,NA,NA,NA,
_24264_,100.00%,100.00%,92.94%,NA,NA,NA,
_24265_,100.00%,87.99%,88.14%,53.41%,NA,NA,
_24266_,100.00%,100.00%,NA,NA,NA,NA,
_24267_,100.00%,100.00%,NA,NA,NA,NA,
_24268_,100.00%,100.00%,100.00%,NA,NA,NA,
_24269_,100.00%,100.00%,100.00%,NA,NA,NA,
_24270_,100.00%,100.00%,100.00%,NA,NA,NA,
_24271_,100.00%,100.00%,26.09%,0.00%,NA,NA,
_24272_,100.00%,100.00%,0.00%,NA,NA,NA,
_24273_,100.00%,100.00%,100.00%,NA,NA,NA,
_24274_,100.00%,100.00%,100.00%,NA,NA,NA,
_24275_,100.00%,100.00%,100.00%,NA,NA,NA,
_24276_,100.00%,100.00%,100.00%,NA,NA,NA,
_24277_,95.59%,95.71%,0.00%,NA,NA,NA,
_24278_,100.00%,100.00%,NA,NA,NA,NA,
_24279_,100.00%,100.00%,100.00%,NA,NA,NA,
_24280_,100.00%,100.00%,100.00%,NA,NA,NA,
_24281_,100.00%,100.00%,0.00%,NA,NA,NA,
_24282_,100.00%,100.00%,NA,NA,NA,NA,
_24283_,100.00%,100.00%,100.00%,NA,NA,NA,
_24284_,100.00%,100.00%,NA,NA,NA,NA,
_24285_,100.00%,100.00%,100.00%,NA,NA,NA,
_24286_,100.00%,100.00%,100.00%,NA,NA,NA,
_24287_,100.00%,100.00%,NA,NA,NA,NA,
_24288_,100.00%,100.00%,100.00%,NA,NA,NA,
_24289_,100.00%,100.00%,0.00%,NA,NA,NA,
_24290_,89.71%,89.38%,NA,NA,NA,NA,
_24291_,100.00%,100.00%,NA,NA,NA,NA,
_24292_,100.00%,100.00%,100.00%,NA,NA,NA,
_24293_,100.00%,100.00%,100.00%,NA,NA,NA,
_24294_,50.00%,58.28%,NA,NA,NA,NA,
_24295_,100.00%,100.00%,100.00%,NA,NA,NA,
_24296_,50.00%,45.29%,NA,NA,NA,NA,
_24297_,100.00%,100.00%,0.00%,NA,NA,NA,
_24298_,100.00%,100.00%,NA,NA,NA,NA,
_24299_,100.00%,100.00%,0.00%,NA,NA,NA,
_24300_,100.00%,100.00%,0.00%,NA,NA,NA,
_24301_,100.00%,100.00%,NA,NA,NA,NA,
_24302_,100.00%,100.00%,NA,NA,NA,NA,
_24303_,100.00%,100.00%,100.00%,NA,NA,NA,
_24304_,100.00%,100.00%,100.00%,NA,NA,NA,
_24305_,100.00%,100.00%,NA,NA,NA,NA,
_24306_,100.00%,100.00%,100.00%,NA,NA,NA,
_24307_,100.00%,97.82%,0.00%,NA,NA,NA,
_24308_,100.00%,100.00%,0.00%,NA,NA,NA,
_24309_,100.00%,100.00%,0.00%,NA,NA,NA,
_24310_,100.00%,100.00%,NA,NA,NA,NA,
_24311_,100.00%,100.00%,0.00%,NA,NA,NA,
_24312_,100.00%,100.00%,100.00%,NA,NA,NA,
_24313_,100.00%,100.00%,0.00%,0.00%,NA,NA,
_24314_,89.22%,97.90%,53.28%,0.00%,NA,NA,
_24315_,100.00%,100.00%,100.00%,NA,NA,NA,
_24316_,100.00%,100.00%,100.00%,NA,NA,NA,
_24317_,100.00%,100.00%,0.00%,NA,NA,NA,
_24318_,100.00%,100.00%,100.00%,NA,NA,NA,
_24319_,100.00%,100.00%,NA,NA,NA,NA,
_24320_,100.00%,100.00%,100.00%,NA,NA,NA,
_24321_,100.00%,100.00%,100.00%,NA,NA,NA,
_24322_,100.00%,100.00%,100.00%,NA,NA,NA,
_24323_,100.00%,100.00%,100.00%,NA,NA,NA,
_24324_,100.00%,100.00%,100.00%,NA,NA,NA,
_24325_,100.00%,87.00%,30.91%,NA,NA,NA,
_24326_,100.00%,100.00%,100.00%,NA,NA,NA,
_24327_,100.00%,100.00%,100.00%,NA,NA,NA,
_24328_,50.00%,18.57%,0.00%,NA,NA,NA,
_24329_,100.00%,100.00%,100.00%,NA,NA,NA,
_24330_,100.00%,100.00%,0.00%,NA,NA,NA,
_24331_,100.00%,100.00%,100.00%,NA,NA,NA,
_24332_,100.00%,100.00%,0.00%,NA,NA,NA,
_24333_,100.00%,100.00%,100.00%,NA,NA,NA,
_24334_,100.00%,100.00%,100.00%,NA,NA,NA,
_24335_,100.00%,100.00%,0.00%,NA,NA,NA,
_24336_,100.00%,100.00%,100.00%,NA,NA,NA,
_24337_,100.00%,100.00%,0.00%,NA,NA,NA,
_24338_,100.00%,100.00%,100.00%,NA,NA,NA,
_24339_,100.00%,100.00%,100.00%,NA,NA,NA,
_24340_,100.00%,100.00%,100.00%,NA,NA,NA,
_24341_,100.00%,100.00%,100.00%,NA,NA,NA,
_24342_,100.00%,100.00%,0.00%,NA,NA,NA,
_24343_,100.00%,100.00%,93.84%,NA,NA,NA,
_24344_,100.00%,100.00%,0.00%,NA,NA,NA,
_24345_,100.00%,100.00%,100.00%,100.00%,NA,NA,
_24346_,100.00%,100.00%,100.00%,NA,NA,NA,
_24347_,100.00%,100.00%,100.00%,NA,NA,NA,
_24348_,100.00%,100.00%,0.00%,NA,NA,NA,
_24349_,100.00%,100.00%,100.00%,NA,NA,NA,
_24350_,100.00%,100.00%,NA,NA,NA,NA,
_24351_,100.00%,100.00%,0.00%,NA,NA,NA,
_24352_,100.00%,100.00%,NA,NA,NA,NA,
_24353_,100.00%,100.00%,66.04%,NA,NA,NA,
_24354_,100.00%,100.00%,100.00%,NA,NA,NA,
_24355_,100.00%,100.00%,89.91%,NA,NA,NA,
_24356_,100.00%,100.00%,100.00%,NA,NA,NA,
_24357_,100.00%,100.00%,100.00%,NA,NA,NA,
_24358_,100.00%,100.00%,100.00%,NA,NA,NA,
_24359_,100.00%,100.00%,100.00%,NA,NA,NA,
_24360_,100.00%,100.00%,0.00%,NA,NA,NA,
_24361_,100.00%,100.00%,100.00%,NA,NA,NA,
_24362_,100.00%,100.00%,0.00%,NA,NA,NA,
_24363_,100.00%,100.00%,0.00%,NA,NA,NA,
_24364_,100.00%,100.00%,100.00%,NA,NA,NA,
_24365_,100.00%,100.00%,0.00%,NA,NA,NA,
_24366_,100.00%,100.00%,100.00%,NA,NA,NA,
_24367_,100.00%,100.00%,100.00%,NA,NA,NA,
_24368_,100.00%,100.00%,100.00%,100.00%,NA,NA,
_24369_,100.00%,100.00%,100.00%,NA,NA,NA,
_24370_,100.00%,100.00%,100.00%,NA,NA,NA,
_24371_,100.00%,100.00%,100.00%,NA,NA,NA,
_24372_,100.00%,100.00%,100.00%,NA,NA,NA,
_24373_,100.00%,100.00%,100.00%,NA,NA,NA,
_24374_,89.22%,91.63%,0.00%,NA,NA,NA,
_24375_,89.22%,98.12%,0.00%,NA,NA,NA,
_24376_,50.00%,75.39%,NA,NA,NA,NA,
_24377_,100.00%,100.00%,100.00%,NA,NA,NA,
_24378_,100.00%,100.00%,100.00%,NA,NA,NA,
_24379_,100.00%,100.00%,100.00%,NA,NA,NA,
_24380_,100.00%,100.00%,100.00%,NA,NA,NA,
_24381_,100.00%,100.00%,0.00%,NA,NA,NA,
_24382_,100.00%,100.00%,0.00%,NA,NA,NA,
_24383_,100.00%,100.00%,0.00%,NA,NA,NA,
_24384_,100.00%,100.00%,0.00%,NA,NA,NA,
_24385_,100.00%,100.00%,0.00%,NA,NA,NA,
_24386_,100.00%,100.00%,100.00%,NA,NA,NA,
_24387_,100.00%,100.00%,0.00%,NA,NA,NA,
_24388_,100.00%,100.00%,100.00%,NA,NA,NA,
_24389_,100.00%,100.00%,100.00%,NA,NA,NA,
_24390_,100.00%,100.00%,0.00%,NA,NA,NA,
_24391_,100.00%,100.00%,0.00%,NA,NA,NA,
_24392_,100.00%,100.00%,0.00%,NA,NA,NA,
_24393_,100.00%,100.00%,0.00%,NA,NA,NA,
_24394_,100.00%,100.00%,100.00%,NA,NA,NA,
_24395_,100.00%,100.00%,100.00%,NA,NA,NA,
_24396_,100.00%,100.00%,100.00%,NA,NA,NA,
_24397_,100.00%,100.00%,0.00%,NA,NA,NA,
_24398_,100.00%,100.00%,0.00%,NA,NA,NA,
_24399_,100.00%,100.00%,0.00%,NA,NA,NA,
_24400_,100.00%,100.00%,0.00%,NA,NA,NA,
_24401_,100.00%,100.00%,100.00%,NA,NA,NA,
_24402_,100.00%,100.00%,100.00%,NA,NA,NA,
_24403_,100.00%,100.00%,87.75%,NA,NA,NA,
_24404_,100.00%,100.00%,100.00%,NA,NA,NA,
_24405_,100.00%,77.38%,100.00%,NA,NA,NA,
_24406_,100.00%,100.00%,100.00%,NA,NA,NA,
_24407_,100.00%,100.00%,96.20%,NA,NA,NA,
_24408_,100.00%,100.00%,0.00%,NA,NA,NA,
_24409_,100.00%,100.00%,NA,NA,NA,NA,
_24410_,100.00%,100.00%,100.00%,NA,NA,NA,
_24411_,100.00%,100.00%,100.00%,NA,NA,NA,
_24412_,100.00%,100.00%,100.00%,NA,NA,NA,
_24413_,100.00%,100.00%,100.00%,NA,NA,NA,
_24414_,100.00%,100.00%,100.00%,NA,NA,NA,
_24415_,100.00%,100.00%,100.00%,NA,NA,NA,
_24416_,100.00%,83.52%,100.00%,NA,NA,NA,
_24417_,100.00%,100.00%,100.00%,NA,NA,NA,
_24418_,100.00%,100.00%,100.00%,NA,NA,NA,
_24419_,100.00%,100.00%,100.00%,NA,NA,NA,
_24420_,100.00%,100.00%,100.00%,NA,NA,NA,
_24421_,100.00%,100.00%,100.00%,NA,NA,NA,
_24422_,100.00%,100.00%,0.00%,0.00%,NA,NA,
_24423_,100.00%,100.00%,NA,NA,NA,NA,
_24424_,100.00%,100.00%,100.00%,NA,NA,NA,
_24425_,100.00%,100.00%,100.00%,NA,NA,NA,
_24426_,100.00%,100.00%,NA,NA,NA,NA,
_24427_,100.00%,100.00%,0.00%,NA,NA,NA,
_24428_,100.00%,100.00%,NA,NA,NA,NA,
_24429_,100.00%,100.00%,0.00%,NA,NA,NA,
_24430_,100.00%,100.00%,NA,NA,NA,NA,
_24431_,100.00%,100.00%,0.00%,NA,NA,NA,
_24432_,100.00%,100.00%,NA,NA,NA,NA,
_24433_,50.00%,32.65%,0.00%,NA,NA,NA,
